,name,location.lat,location.lon,minority_serving.historically_black,act_scores.midpoint.cumulative,sat_scores.average.overall,demographics.race_ethnicity.white,net_price_less_30000,net_price_30001_48000,net_price_48001_75000,net_price_75001_110000,net_price_above_110001,demographics.women,locale,admission_rate.overall,size,early_pay,ownership,percent_stem,rank_lac,Rank,Description,division
729,Cornell University,42.447199,-76.483489,0.0,32.0,1428.0,0.4093,12403.0,11579.0,16877.0,27257.0,44931.0,0.5153,13.0,0.1507,14226.0,65600.0,2,43.0,0,15.0,"Cornell University, located in Ithaca, New York, has more than 1,000 student organizations on campus, which range from the Big Red Marching Band to the International Affairs Society. First-year students live together on north campus, and the university has housing options for upperclassmen and graduate students, though many choose to live off campus. Cornell has a thriving Greek life, with more than 60 fraternity and sorority chapters. Cornell has more than 30 NCAA Division I varsity teams that compete in the Ivy League. The Cornell Big Red are perhaps best known for their successful men's lacrosse team, which won nine consecutive Ivy League titles from 2003 to 2011. Cornell also has a strong hockey program. ",D1
730,CUNY Bernard M Baruch College,40.740238,-73.983417,0.0,31.0,1230.0,0.2269,5273.0,7390.0,11351.0,13988.0,15625.0,0.4903,11.0,0.3244,14896.0,54500.0,1,7.0,0,0.0,"Business, Sober School, State School",non_ncaa
731,CUNY Brooklyn College,40.631912,-73.95312,0.0,18.0,1115.0,0.3268,4870.0,6821.0,11060.0,14844.0,15685.0,0.5839,11.0,0.3731,13172.0,48200.0,1,8.0,0,0.0,State School,non_ncaa
732,College of Staten Island CUNY,40.603949,-74.148701,0.0,21.0,959.0,0.4695,7239.0,9268.0,13817.0,17181.0,17463.0,0.5577,11.0,0.9758,12321.0,48800.0,1,9.0,0,0.0,State School,non_ncaa
733,CUNY City College,40.819794,-73.95055,0.0,22.0,1125.0,0.1497,4381.0,6400.0,10391.0,13680.0,15005.0,0.5012,11.0,0.4297,12468.0,51400.0,1,30.0,0,0.0,State School,non_ncaa
734,CUNY Hunter College,40.768669,-73.964795,0.0,18.0,1165.0,0.2665,5448.0,7897.0,12602.0,15799.0,17139.0,0.6477,11.0,0.3866,15465.0,48700.0,1,8.0,0,0.0,State School,non_ncaa
735,CUNY John Jay College of Criminal Justice,40.770917,-73.988874,0.0,18.0,975.0,0.1792,3508.0,5887.0,10230.0,13042.0,13825.0,0.5663,11.0,0.3655,12545.0,43100.0,1,1.0,0,0.0,State School,non_ncaa
736,CUNY Lehman College,40.873928,-73.894627,0.0,31.0,1025.0,0.062,4029.0,6232.0,12182.0,15078.0,16045.0,0.6793,11.0,0.2995,9874.0,45300.0,1,6.0,0,0.0,State School,non_ncaa
737,CUNY Medgar Evers College,40.666256,-73.957076,0.0,21.0,959.0,0.0158,8553.0,9813.0,13908.0,16452.0,16969.0,0.7286,11.0,0.9916,6257.0,41200.0,1,29.0,0,0.0,State School,non_ncaa
738,CUNY New York City College of Technology,40.695483,-73.98785600000001,0.0,21.0,990.0,0.1153,4960.0,6919.0,10380.0,13358.0,14101.0,0.4335,11.0,0.7371,16297.0,48300.0,1,16.0,0,0.0,State School,non_ncaa
739,CUNY Queens College,40.737771,-73.815387,0.0,22.0,1110.0,0.2911,4744.0,6623.0,11487.0,15060.0,15691.0,0.5536,11.0,0.4044,15148.0,48700.0,1,7.0,0,0.0,"Sober School, State School",non_ncaa
740,CUNY York College,40.702661,-73.794586,0.0,22.0,885.0,0.0625,4517.0,6208.0,10523.0,13580.0,15822.0,0.6662,11.0,0.405,7264.0,46300.0,1,10.0,0,0.0,State School,non_ncaa
741,D'Youville College,42.902263,-78.89036899999999,0.0,23.0,1036.0,0.7411,12649.0,16607.0,17580.0,20972.0,22781.0,0.7376,11.0,0.7262,1707.0,50800.0,2,4.0,0,0.0,Private School,D3
742,Daemen College,42.965024,-78.789025,0.0,21.0,955.0,0.7322,12476.0,11936.0,14451.0,18811.0,23497.0,0.7241,21.0,0.5066,1968.0,43400.0,2,1.0,0,0.0,Private School,D2
743,Dominican College of Blauvelt,41.054111,-73.95234,0.0,19.0,879.0,0.3253,15103.0,17551.0,18878.0,22679.0,21186.0,0.6617,21.0,0.7147,1534.0,47800.0,2,4.0,0,0.0,Private School,non_ncaa
744,Elmira College,42.092724,-76.81133299999999,0.0,21.0,990.0,0.7955,21821.0,21480.0,23482.0,25199.0,26633.0,0.7013,13.0,0.7616,1252.0,44900.0,2,8.0,165.0,0.0,"Liberal Arts School, Private School",D3
745,Fashion Institute of Technology,40.74731,-73.994781,0.0,22.0,777.0,0.4676,7874.0,10080.0,14684.0,16480.0,16716.0,0.8584,11.0,0.4098,8229.0,50300.0,1,0.0,0,0.0,State School,non_ncaa
746,Five Towns College,40.793327000000005,-73.369968,0.0,22.0,1030.0,0.5016,14329.0,14852.0,21902.0,23355.0,23925.0,0.3137,21.0,0.6025,628.0,34700.0,3,0.0,0,0.0,,non_ncaa
747,Fordham University,40.861183000000004,-73.889578,0.0,29.0,1273.0,0.5928,21604.0,27030.0,31638.0,35090.0,39671.0,0.5633,11.0,0.4757,8701.0,54400.0,2,9.0,0,60.0,"At Fordham University, ""New York is [your] campus"" as the school's website says. With campuses throughout New York City, students live and learn in the thick of an urban experience. The school's original Bronx campus, Rose Hill, is in walking distance to the Bronx Zoo, New York Botanical Gardens and Little Italy. Today, Fordham has two more campuses: Lincoln Center, which is close to Central Park, and Westchester campus, which is in West Harrison, N.Y. Freshmen do not have to live on campus, but any student who is promised housing upon admittance to the school is guaranteed a room for four consecutive years. Students can travel between campuses on the school's Ram Van, a burgundy shuttle that runs every half hour. The van makes enough trips, the school has calculated, that it's covered a distance equivalent to traveling around the world 18.5 times a year. The Fordham Rams play in the NCAA Division I Atlantic 10 Conference. Fordham University, a Jesuit institution, does not have a Greek system. ",D1
748,Hamilton College,43.047809,-75.40885300000001,0.0,32.0,1002.0,0.6346,6126.0,8631.0,14343.0,25235.0,39157.0,0.5121,41.0,0.2481,1861.0,58600.0,2,28.0,18.0,0.0,"Liberal Arts School, Private School",D3
749,Hartwick College,42.454023,-75.07360899999999,0.0,23.0,1145.0,0.6662,19823.0,20791.0,24926.0,26584.0,29602.0,0.6004,33.0,0.8076,1384.0,48900.0,2,26.0,165.0,0.0,"Liberal Arts School, Private School",D3
750,Hilbert College,42.75505,-78.82029,0.0,23.0,952.0,0.7346,11162.0,11650.0,16063.0,18781.0,20700.0,0.5515,21.0,0.8170000000000001,874.0,38300.0,2,4.0,0,0.0,"Private School, Religious",D3
751,Hobart William Smith Colleges,42.857725,-76.984533,0.0,23.0,961.0,0.7147,17196.0,18273.0,26931.0,32191.0,37631.0,0.5042,32.0,0.565,2257.0,52400.0,2,15.0,0,0.0,"Liberal Arts School, Private School",non_ncaa
752,Hofstra University,40.715959000000005,-73.60078,0.0,22.0,1030.0,0.5654,26524.0,29438.0,33005.0,31810.0,32985.0,0.5441,21.0,0.6106,6716.0,53000.0,2,7.0,0,133.0,"With its location on Long Island, New York, Hofstra University puts students in an ideal location to enjoy attractions and secure internships in New York City. In addition to two traditional semesters, the university offers courses during a January term and several summer sessions. Campus residence options include traditional dormitories and Themed Living Communities, which group students by a common interest such as active living and performing arts. There are more than 200 student organizations, including about 20 fraternities and sororities. The Hofstra Pride sports teams compete in the NCAA Division I Colonial Athletic Association, and students can also get involved in club sports including roller hockey and Ultimate Frisbee. The university runs a variety of academic institutes, including the Peter S. Kalikow Center for the Study of the American Presidency, the National Center for Suburban Studies and the Long Island Studies Institute. There are many programs for graduate students, too, offered through university schools including the Frank G. Zarb School of Business, the Maurice Deane School of Law and the School of Education. Notable alumni of Hofstra University include actor Tom McGowan, who has appeared in TV shows including ""Frasier,"" ""Everybody Loves Raymond"" and ""Curb Your Enthusiasm,"" and Alan Colmes, former co-host of ""Hannity and Colmes"" on Fox News Channel. ",D1
753,Houghton College,42.426840999999996,-78.156882,0.0,25.0,1110.0,0.7771,19302.0,19174.0,20007.0,21222.0,26039.0,0.6391,43.0,0.9457,1014.0,41000.0,2,14.0,147.0,0.0,"Liberal Arts School, Private School, Religious",D3
754,Iona College,40.927107,-73.785635,0.0,23.0,1005.0,0.5779,22724.0,24016.0,29025.0,30760.0,31698.0,0.5142,21.0,0.9121,3018.0,52000.0,2,5.0,0,0.0,"Business, Private School, Religious, For Sports Fans",D1
755,Ithaca College,42.42264,-76.49505699999999,0.0,23.0,999.0,0.7135,19496.0,25095.0,31461.0,33374.0,40285.0,0.5767,23.0,0.6703,6279.0,48700.0,2,8.0,0,0.0,Private School,D3
756,Keuka College,42.61541,-77.090518,0.0,21.0,990.0,0.7436,18298.0,18213.0,22481.0,26720.0,29654.0,0.7424,32.0,0.7668,1716.0,43300.0,2,2.0,0,0.0,"Private School, Religious",D3
757,Le Moyne College,43.047315999999995,-76.088449,0.0,23.0,1073.0,0.7978,16456.0,20246.0,22855.0,24606.0,26832.0,0.5923,12.0,0.6176,2769.0,47300.0,2,17.0,0,0.0,"Private School, Religious",D2
758,LIU Brooklyn,40.690134,-73.98087199999999,0.0,22.0,1068.0,0.2005,20605.0,24421.0,30305.0,32125.0,32552.0,0.6889,11.0,0.909,4568.0,54900.0,2,7.0,0,0.0,"Private School, For Sports Fans",non_ncaa
759,LIU Post,40.820043,-73.59327900000001,0.0,22.0,1010.0,0.4589,22195.0,25033.0,30937.0,35436.0,31939.0,0.6082,21.0,0.8058,3443.0,48700.0,2,5.0,0,0.0,Private School,non_ncaa
760,Manhattan College,40.889756,-73.901893,0.0,25.0,1097.0,0.5699,22053.0,23133.0,29193.0,30763.0,32161.0,0.4522,11.0,0.6685,3576.0,60700.0,2,38.0,0,0.0,"Private School, Religious, For Sports Fans",D1
761,Manhattanville College,41.031054,-73.718316,0.0,21.0,990.0,0.3551,18872.0,19138.0,19921.0,24045.0,29776.0,0.6581,21.0,0.7411,1743.0,50900.0,2,4.0,0,0.0,Private School,D3
762,Marist College,41.721955,-73.934342,0.0,19.0,902.0,0.7801,19236.0,22876.0,30091.0,32607.0,37700.0,0.5882,21.0,0.4496,5206.0,51600.0,2,16.0,0,0.0,"Private School, For Sports Fans",D1
763,Marymount Manhattan College,40.769108,-73.959676,0.0,23.0,1038.0,0.5653,29228.0,31354.0,33692.0,34701.0,38103.0,0.7696,11.0,0.8381,1875.0,47800.0,2,1.0,0,0.0,"Art, Liberal Arts School, Private School",non_ncaa
764,Medaille College,42.92895,-78.856569,0.0,19.0,868.0,0.5766,15266.0,20343.0,16412.0,15997.0,17919.0,0.6818,11.0,0.6919,1521.0,38600.0,2,3.0,0,0.0,Private School,D3
765,Mercy College,41.021436,-73.874571,0.0,22.0,1050.0,0.2683,12512.0,15480.0,22003.0,22832.0,24415.0,0.6925,21.0,0.6569,6410.0,44300.0,2,3.0,0,0.0,Private School,D2
766,Molloy College,40.685970000000005,-73.626278,0.0,24.0,1067.0,0.5989,22680.0,23733.0,25766.0,28604.0,30437.0,0.7483,21.0,0.7552,3373.0,57100.0,2,4.0,0,0.0,"Private School, Religious",D2
767,Monroe College,40.86407,-73.900501,0.0,19.0,902.0,0.0239,11112.0,12428.0,16098.0,16373.0,19863.0,0.6309,11.0,0.45299999999999996,5993.0,34700.0,3,0.0,0,0.0,,non_ncaa
768,Mount Saint Mary College,41.511212,-74.012906,0.0,22.0,982.0,0.6145,19244.0,21636.0,26479.0,28277.0,28883.0,0.7093,21.0,0.8957,2140.0,50400.0,2,7.0,0,0.0,"Private School, Religious, For Sports Fans",D3
769,College of Mount Saint Vincent,40.912814000000004,-73.90701899999999,0.0,20.0,906.0,0.268,14907.0,16164.0,16877.0,21373.0,23298.0,0.6904,11.0,0.8606,1586.0,48000.0,2,8.0,0,0.0,"Private School, Religious",D3
770,Nazareth College,43.102406,-77.51441700000001,0.0,21.0,990.0,0.7565,19658.0,20352.0,26912.0,29193.0,30873.0,0.7064,21.0,0.7555,2078.0,41400.0,2,6.0,0,0.0,Private School,D3
771,The College of New Rochelle,40.899427,-73.781104,0.0,22.0,948.0,0.0688,35105.0,33609.0,28583.0,26472.0,34209.0,0.8975,21.0,0.7339,2967.0,42700.0,2,1.0,0,0.0,Private School,non_ncaa
772,The New School,40.735275,-73.994636,0.0,23.0,999.0,0.3272,28598.0,30244.0,34570.0,42029.0,45243.0,0.7313,11.0,0.6662,6752.0,50000.0,2,0.0,0,0.0,"Art, Private School, Research University",non_ncaa
773,New York University,40.729452,-73.997264,0.0,31.0,1360.0,0.3371,23592.0,24162.0,31944.0,38486.0,51088.0,0.5678,11.0,0.3207,25314.0,58700.0,2,17.0,0,36.0,"New York University's primary campus is located in the lively Greenwich Village neighborhood of Manhattan. NYU is a true city school, with no borders separating a distinct campus from the streets of the Big Apple. Students are guaranteed housing for all four years in the many residence halls throughout Manhattan, but many upperclassmen choose to live off campus in apartments around the city. NYU has a small but active Greek life with more than 25 fraternity and sorority chapters. There are hundreds of student organizations on campus, such as NYU-TV, which operates both the University Channel and the Movie Channel to provide entertainment and information to the university community. ",non_ncaa
774,Niagara University,43.138222,-79.03773699999999,0.0,23.0,1037.0,0.6818,13905.0,14358.0,18646.0,21584.0,24287.0,0.6163,21.0,0.8474,3133.0,42100.0,2,7.0,0,0.0,"Private School, Religious, For Sports Fans",D1
775,New York Institute of Technology,40.814402,-73.608885,0.0,24.0,1074.0,0.2007,17741.0,19116.0,24215.0,27444.0,27321.0,0.3569,21.0,0.6777,3951.0,52500.0,2,35.0,0,0.0,Private School,D2
776,Nyack College,41.086425,-73.931106,0.0,19.0,901.0,0.2026,15720.0,16663.0,21535.0,22171.0,24074.0,0.6065,21.0,0.9857,1540.0,43400.0,2,1.0,0,0.0,"Private School, Religious",D2
777,Pace University-New York,40.711014,-74.004719,0.0,24.0,1060.0,0.5042,23402.0,24213.0,27524.0,29110.0,31396.0,0.5967,11.0,0.8383,8371.0,55400.0,2,11.0,0,0.0,"Private School, Research University",non_ncaa
778,Paul Smiths College of Arts and Science,44.435638,-74.245143,0.0,23.0,999.0,0.8226,18640.0,19578.0,22018.0,26708.0,27942.0,0.3684,42.0,0.6878,885.0,38600.0,2,3.0,0,0.0,,non_ncaa
779,Plaza College,40.71503,-73.831723,0.0,31.0,749.0,0.1243,11382.0,13927.0,15190.0,20691.0,22423.0,0.7964,11.0,0.2922,732.0,34700.0,3,0.0,0,0.0,,non_ncaa
780,Rensselaer Polytechnic Institute,42.728983,-73.678768,0.0,30.0,1368.0,0.5907,23194.0,25993.0,29385.0,34401.0,40199.0,0.3103,13.0,0.4187,5781.0,67500.0,2,76.0,0,39.0,"Rensselaer Polytechnic Institute was founded on the principles of bringing science to everyday life, and that ethos is still prevalent today. About a quarter of students are involved in Greek L.I.F.E., as the fraternity and sorority scene is known at the school, which stresses Leadership, Innovation, Fortitude and Evolution. More students - about three fourths - play sports at the varsity, club or intramural level. True to the school's mission, the varsity athletes are known as the Engineers, and compete in the Eastern College Athletic Conference and the Liberty League. There are also more than 175 student organizations. Freshmen must live on campus, usually in dormitories that only house first-year students. RPI's campus, in Troy, N.Y., is nestled in an ideal location for nature lovers. The school overlooks the Hudson River, where waterfront activities abound, and is close to Grafton Lakes State Park, Lake George and the Adirondack Mountains. For an urban experience, Albany is 9 miles away. ",non_ncaa
781,Roberts Wesleyan College,43.126746999999995,-77.798964,0.0,23.0,1067.0,0.7441,17491.0,16124.0,19665.0,22434.0,23404.0,0.6997,21.0,0.6632,1282.0,44700.0,2,3.0,0,0.0,"Private School, Religious",D2
782,Rochester Institute of Technology,43.090325,-77.67520999999999,0.0,29.0,1251.0,0.6579999999999999,22215.0,22489.0,22993.0,23936.0,33313.0,0.3238,21.0,0.5727,12873.0,58400.0,2,47.0,0,107.0,"Despite its name, the Rochester Institute of Technology offers programs in the liberal arts, art and design, and business, in addition to science and technology. Co-ops - paid, full-time work experiences - are an important part of an RIT education. For some majors, co-ops are required; for others, they are encouraged. Students also have the option of completing one of about 20 accelerated degree programs, earning, for example, both a bachelor's degree and an MBA in five years. For a break from school work, students can hang out in the RITZ Sports Zone in the RIT Student Alumni Union or a game room run by the Residence Halls Association, among other options. There are about 300 student organizations, including fraternities and sororities. Freshmen are guaranteed university housing, and close to three-quarters of all students live on campus. Students showcase their school pride every Friday - also known as Spirit Day - by wearing the school's colors, orange and brown, in addition to showing support at RIT Tigers sports games. RIT has several graduate schools, including the E. Philip Saunders College of Business and the Kate Gleason College of Engineering. The university is also home to the National Technical Institute for the Deaf, and students with hearing disabilities are eligible for discounted university tuition. ",non_ncaa
783,University of Rochester,43.126437,-77.63104200000001,0.0,31.0,1360.0,0.4849,11476.0,13282.0,19016.0,25564.0,37901.0,0.4947,12.0,0.3382,6125.0,57500.0,2,32.0,0,32.0,"The University of Rochester describes itself as one of the smallest and most collegiate schools among the nation's top research universities. The Yellowjackets mainly compete in the University Athletic Association and participate in NCAA Division III sports. The school also offers more than 200 student organizations, and about one quarter of students are affiliated with Greek life on campus. Rochester's a cappella ensembles are among the country's best. Freshmen and sophomores are required to live on campus, and two-thirds of the juniors and more than half of the seniors choose to remain on campus. Rochester's main campus is located two miles south of downtown Rochester, N.Y., in the bend of the Genesee River. ",D3
784,The Sage Colleges,42.72822,-73.693711,0.0,21.0,955.0,0.6255,10131.0,13384.0,16928.0,21681.0,25245.0,0.7981,13.0,0.5391,1605.0,43200.0,2,9.0,0,0.0,Private School,non_ncaa
785,St Bonaventure University,42.07863,-78.47586,0.0,24.0,1066.0,0.6897,13475.0,20254.0,20854.0,24574.0,27742.0,0.4918,33.0,0.6599,1637.0,45700.0,2,8.0,0,0.0,"Private School, Religious, For Sports Fans",non_ncaa
